Id,Score,Episodes,Min_Duration,Year,Hentai,Prequel
13629,7.56,1,4.0,2012,0.0,0.0
13639,6.32,1,12.0,2012,0.0,0.0
13655,7.52,26,24.0,2012,0.0,0.0
13659,7.05,13,24.0,2013,0.0,1.0
13663,7.51,12,23.0,2012,0.0,1.0
13667,7.67,1,109.0,2012,0.0,0.0
13673,5.93,1,10.0,2012,0.0,0.0
13677,6.86,1,3.0,2012,0.0,0.0
13709,7.54,1,116.0,2007,0.0,0.0
13727,6.81,1,43.0,2012,0.0,1.0
13731,6.63,1,24.0,2012,0.0,0.0
13757,6.46,2,7.0,2012,0.0,0.0
13759,8.19,24,23.0,2012,0.0,0.0
13767,7.8,2,22.0,2012,0.0,0.0
13785,6.72,2,30.0,2012,0.0,0.0
13799,6.45,1,20.0,2012,0.0,0.0
13807,6.07,1,11.0,2012,0.0,0.0
13833,6.64,1,18.0,2012,0.0,0.0
13835,5.04,1,11.0,2012,0.0,0.0
13839,7.04,1,29.0,2012,0.0,0.0
13843,6.24,2,28.0,2014,0.0,0.0
13851,7.6,6,25.0,2012,0.0,0.0
13855,6.12,6,4.0,2012,0.0,0.0
13859,6.22,8,3.0,2012,0.0,0.0
13863,6.3,1,24.0,2013,0.0,0.0
13931,7.24,3,30.0,1996,0.0,0.0
13937,6.68,2,30.0,2012,0.0,1.0
13939,7.15,2,24.0,2012,0.0,1.0
14027,7.09,1,24.0,2012,0.0,1.0
14045,5.86,13,3.0,2013,0.0,0.0
14049,6.16,1,14.0,2012,0.0,0.0
14073,6.22,10,24.0,2012,0.0,0.0
14075,7.99,24,24.0,2012,0.0,0.0
14077,6.19,7,2.0,2012,0.0,0.0
14093,6.41,24,22.0,2012,0.0,1.0
14117,6.76,2,25.0,2012,0.0,0.0
14127,6.86,2,30.0,2012,0.0,0.0
14129,6.58,4,20.0,2012,0.0,0.0
14131,7.55,12,24.0,2012,0.0,0.0
14145,6.44,2,51.0,2012,0.0,0.0
14173,6.52,1,26.0,2012,0.0,0.0
14175,7.89,1,66.0,2013,0.0,0.0
14189,7.51,1,24.0,2012,0.0,0.0
14199,6.53,12,24.0,2012,0.0,0.0
14227,7.55,13,24.0,2012,0.0,0.0
14237,6.32,12,24.0,2012,0.0,0.0
14267,7.34,1,90.0,2012,0.0,0.0
14277,6.26,26,3.0,2012,0.0,0.0
14283,6.46,12,24.0,2013,0.0,0.0
14293,7.0,1,106.0,2012,0.0,0.0
14317,6.48,1,10.0,2012,0.0,0.0
14333,6.48,37,20.0,2012,0.0,0.0
14347,5.88,1,25.0,2013,0.0,0.0
14349,7.85,1,26.0,2013,0.0,0.0
14353,7.93,1,25.0,2013,0.0,0.0
14355,6.82,12,3.0,2013,0.0,0.0
14373,6.31,1,30.0,2012,0.0,0.0
14379,6.87,2,27.0,2012,0.0,0.0
14397,8.43,25,22.0,2013,0.0,1.0
14407,7.59,1,98.0,2013,0.0,0.0
14467,7.51,13,24.0,2012,0.0,0.0
14479,5.26,1,12.0,2012,0.0,0.0
14511,7.69,13,24.0,2013,0.0,1.0
14513,8.07,25,24.0,2012,0.0,1.0
14515,6.68,12,24.0,2013,0.0,0.0
14527,7.46,12,24.0,2012,0.0,1.0
14539,6.75,3,23.0,2012,0.0,0.0
14543,6.82,4,30.0,2012,0.0,0.0
14563,5.27,12,5.0,2012,0.0,0.0
14575,7.42,1,25.0,2012,0.0,1.0
14583,6.23,6,3.0,2012,0.0,0.0
14617,7.04,1,3.0,2009,0.0,0.0
14627,6.8,2,3.0,2012,0.0,1.0
14629,6.7,1,89.0,2012,0.0,0.0
14645,7.23,13,24.0,2012,0.0,1.0
14647,6.51,2,24.0,2012,0.0,0.0
14653,7.05,12,24.0,2012,0.0,1.0
14657,6.3,1,17.0,2012,0.0,0.0
14661,6.53,2,26.0,2012,0.0,0.0
14663,6.13,1,3.0,2012,,
14669,7.49,1,83.0,2013,0.0,0.0
14685,6.7,1,57.0,2003,0.0,0.0
14693,6.4,13,3.0,2012,0.0,1.0
14713,8.04,13,24.0,2012,0.0,0.0
14719,8.06,26,24.0,2012,0.0,0.0
14735,7.7,1,110.0,2013,0.0,0.0
14741,7.77,12,24.0,2012,0.0,0.0
14749,7.06,13,23.0,2013,0.0,0.0
14751,7.01,26,24.0,2014,0.0,0.0
14753,7.36,6,23.0,2012,0.0,0.0
14765,7.21,25,24.0,2012,0.0,0.0
14807,8.03,1,90.0,2013,0.0,1.0
14811,7.35,12,23.0,2013,0.0,0.0
14813,8.07,13,24.0,2013,0.0,0.0
14829,7.11,10,24.0,2013,0.0,0.0
14835,7.21,3,23.0,2012,0.0,1.0
14837,7.41,1,85.0,2013,0.0,0.0
14853,6.67,1,14.0,2012,0.0,0.0
14875,6.3,1,31.0,2012,0.0,0.0
14889,6.34,1,26.0,2013,0.0,0.0
14893,6.7,1,24.0,2013,0.0,1.0
14921,6.58,12,24.0,2013,0.0,0.0
14941,7.66,13,23.0,2013,0.0,1.0
14951,7.31,1,6.0,2012,,
14967,7.4,12,24.0,2013,0.0,1.0
14989,6.42,51,25.0,2012,0.0,0.0
14991,7.16,2,26.0,2012,0.0,0.0
14993,6.73,1,26.0,2012,0.0,0.0
14995,6.57,2,29.0,2012,0.0,0.0
15005,6.68,20,3.0,2012,0.0,0.0
15037,6.58,4,29.0,2013,0.0,1.0
15039,7.95,1,99.0,2013,0.0,1.0
15043,6.0,13,3.0,2012,0.0,0.0
15045,5.22,8,3.0,2012,0.0,0.0
15051,7.44,13,23.0,2013,0.0,0.0
15059,8.08,14,27.0,2012,0.0,1.0
15061,7.38,178,24.0,2012,0.0,0.0
15097,7.11,3,30.0,2012,0.0,0.0
15109,7.3,12,23.0,2013,0.0,0.0
15117,7.72,2,23.0,2012,0.0,1.0
15119,6.33,12,24.0,2013,0.0,0.0
15125,6.61,12,2.0,2012,0.0,0.0
15133,5.78,3,23.0,2012,0.0,0.0
15177,6.31,1,90.0,2012,0.0,0.0
15195,7.54,20,5.0,2013,0.0,1.0
15197,7.54,1,59.0,2013,0.0,1.0
15199,7.33,1,59.0,2015,0.0,0.0
15201,7.27,1,59.0,2015,0.0,0.0
15219,6.37,1,21.0,2012,0.0,0.0
15225,7.24,12,24.0,2013,0.0,0.0
15227,8.24,1,156.0,2016,0.0,0.0
15291,6.75,2,5.0,2009,0.0,0.0
15307,7.28,1,71.0,2012,0.0,0.0
15313,6.23,12,4.0,2012,0.0,0.0
15315,7.56,10,23.0,2013,0.0,0.0
15323,8.15,1,106.0,2012,0.0,0.0
15325,6.48,1,24.0,2012,0.0,0.0
15335,8.96,1,110.0,2013,0.0,0.0
15359,7.17,5,10.0,2012,0.0,1.0
15377,6.77,12,24.0,2013,0.0,1.0
15379,7.23,12,23.0,2013,0.0,0.0
15391,5.72,1,25.0,2013,0.0,0.0
15407,6.16,7,30.0,2015,0.0,0.0
15409,6.69,1,30.0,2012,0.0,0.0
15411,6.79,1,23.0,2013,0.0,0.0
15417,9.04,13,24.0,2012,0.0,1.0
15431,6.78,1,7.0,2012,0.0,1.0
15437,7.49,1,26.0,2012,0.0,1.0
15439,7.42,1,28.0,2012,0.0,0.0
15451,7.54,12,24.0,2013,0.0,1.0
15487,7.69,9,4.0,2012,0.0,0.0
15489,6.85,73,23.0,2012,0.0,1.0
15535,5.47,1,6.0,2012,0.0,0.0
15537,7.44,4,30.0,2012,1.0,0.0
15539,6.47,1,27.0,2012,0.0,0.0
15541,6.81,3,20.0,2012,0.0,0.0
15591,7.42,1,23.0,2013,0.0,1.0
15605,6.13,12,24.0,2013,0.0,0.0
15609,6.76,1,24.0,2013,0.0,1.0
15611,7.17,59,24.0,2013,0.0,1.0
15613,7.44,13,24.0,2013,0.0,0.0
15617,7.23,6,2.0,2012,0.0,0.0
15633,6.74,3,27.0,2012,0.0,0.0
15649,7.14,64,2.0,2013,0.0,1.0
15651,7.28,25,25.0,2013,0.0,1.0
15687,7.26,6,6.0,2012,0.0,0.0
15689,7.98,4,24.0,2012,0.0,0.0
15699,7.28,12,24.0,2013,0.0,1.0
15711,7.21,2,25.0,2012,0.0,0.0
15719,6.98,1,24.0,2012,0.0,0.0
15729,6.59,6,4.0,2012,0.0,0.0
15731,7.55,12,24.0,2013,0.0,1.0
15735,7.25,1,24.0,2012,0.0,0.0
15751,7.35,13,4.0,2013,0.0,0.0
15771,7.84,1,89.0,2013,0.0,0.0
15775,7.51,2,20.0,2012,0.0,0.0
15785,7.04,1,90.0,2012,0.0,0.0
15839,6.33,2,15.0,2013,0.0,0.0
15841,7.06,2,15.0,2013,0.0,0.0
15843,7.46,2,28.0,2012,0.0,0.0
15845,6.25,2,19.0,2012,0.0,0.0
15847,6.22,1,88.0,2013,0.0,0.0
15863,7.36,24,23.0,2013,0.0,0.0
15867,6.65,2,30.0,2012,0.0,0.0
15879,6.72,7,3.0,2012,0.0,0.0
15881,6.27,6,3.0,2012,0.0,0.0
15883,6.16,12,23.0,2013,0.0,0.0
15895,6.72,3,1.0,2012,0.0,0.0
15911,7.38,12,23.0,2013,0.0,0.0
15927,7.37,1,26.0,2012,0.0,0.0
15933,6.85,1,27.0,2013,0.0,0.0
15951,6.55,2,7.0,2012,0.0,0.0
15959,7.72,2,23.0,2012,0.0,0.0
15963,7.32,1,24.0,2013,0.0,0.0
15989,7.56,4,30.0,2013,0.0,0.0
16001,8.01,4,27.0,2012,0.0,0.0
16005,7.53,12,24.0,2013,0.0,0.0
16009,7.35,12,23.0,2013,0.0,0.0
16011,7.53,24,23.0,2013,0.0,0.0
16023,5.6,2,29.0,2013,0.0,0.0
16033,7.04,1,5.0,2012,0.0,0.0
16051,7.1,12,24.0,2013,0.0,1.0
16101,6.47,1,7.0,2012,0.0,0.0
16123,7.42,13,24.0,2014,0.0,1.0
16143,7.15,1,24.0,1999,0.0,0.0
16149,6.39,1,12.0,2013,0.0,0.0
16157,6.99,12,24.0,2013,0.0,0.0
16169,5.84,13,3.0,2013,0.0,0.0
16189,6.97,1,22.0,2013,0.0,0.0
16199,6.63,2,23.0,2012,0.0,0.0
16201,7.15,13,24.0,2013,0.0,0.0
16211,6.16,12,23.0,2013,0.0,0.0
16239,7.66,1,102.0,2012,0.0,0.0
16241,7.58,13,12.0,2013,0.0,1.0
16273,7.5,1,23.0,2012,0.0,0.0
16317,5.91,12,2.0,2013,0.0,0.0
16331,6.43,1,6.0,2012,,
16353,7.36,13,24.0,2013,0.0,0.0
16355,6.72,13,24.0,2013,0.0,0.0
16363,6.06,4,24.0,2013,0.0,1.0
16381,5.82,1,28.0,2014,0.0,0.0
16385,6.97,12,23.0,2015,0.0,1.0
16395,7.95,1,27.0,2013,0.0,0.0
16397,6.22,13,23.0,2013,0.0,0.0
16405,5.79,12,3.0,2012,0.0,0.0
16417,7.38,12,23.0,2013,0.0,0.0
16419,6.59,49,24.0,2013,0.0,0.0
16436,3.47,1,5.0,2013,0.0,0.0
16444,7.26,1,23.0,2013,0.0,1.0
16468,7.2,2,5.0,2012,0.0,0.0
16472,7.13,1,31.0,2013,0.0,0.0
16474,7.22,2,28.0,2013,0.0,0.0
16498,8.48,25,24.0,2013,0.0,0.0
16508,6.07,5,4.0,2012,0.0,0.0
16512,6.89,13,24.0,2013,0.0,0.0
16518,6.5,12,24.0,2013,0.0,0.0
16524,7.5,13,23.0,2013,0.0,0.0
16528,7.48,1,60.0,2013,0.0,0.0
16574,6.15,1,8.0,2012,0.0,0.0
16608,2.78,1,1.0,2012,0.0,0.0
16614,6.57,1,24.0,2013,0.0,1.0
16636,6.18,6,2.0,2012,0.0,0.0
16638,6.98,1,26.0,2013,0.0,1.0
16642,6.89,2,26.0,2013,0.0,0.0
16644,6.7,1,26.0,2013,0.0,0.0
16656,5.3,1,6.0,2012,0.0,0.0
16662,8.12,1,126.0,2013,0.0,0.0
16664,8.23,1,137.0,2013,0.0,0.0
16668,7.17,12,24.0,2013,0.0,0.0
16678,6.81,1,21.0,2013,0.0,0.0
16680,6.35,1,70.0,2013,0.0,1.0
16694,7.27,1,24.0,2012,0.0,0.0
16700,7.24,1,52.0,2013,0.0,0.0
16706,8.08,12,24.0,2013,0.0,1.0
16732,7.26,12,24.0,2013,0.0,0.0
16762,7.4,1,29.0,2013,0.0,1.0
16866,7.15,1,27.0,2013,0.0,0.0
16868,7.28,1,23.0,2013,0.0,1.0
16870,7.76,1,112.0,2014,0.0,0.0
16890,7.06,12,24.0,2013,0.0,0.0
16894,8.28,25,24.0,2013,0.0,1.0
16904,7.7,1,73.0,2014,0.0,0.0
16910,6.97,13,13.0,2013,0.0,0.0
16914,6.95,2,29.0,2013,0.0,0.0
16916,7.87,1,25.0,2013,0.0,0.0
16918,8.11,11,23.0,2013,0.0,0.0
16928,6.73,1,11.0,2013,0.0,0.0
16934,7.51,1,24.0,2013,0.0,0.0
16982,7.05,12,24.0,2013,0.0,1.0
17012,6.16,2,30.0,2013,1.0,0.0
17020,6.35,1,23.0,2012,0.0,0.0
17074,8.78,26,24.0,2013,0.0,1.0
17115,6.68,14,22.0,2013,0.0,1.0
17121,7.39,1,6.0,2013,0.0,0.0
17157,6.5,1,55.0,2013,0.0,0.0
17187,7.47,1,58.0,2013,0.0,0.0
17205,6.25,1,1.0,2012,0.0,0.0
17247,7.15,12,23.0,2013,0.0,0.0
17249,7.52,51,21.0,2013,0.0,0.0
17251,6.76,2,30.0,2013,0.0,0.0
17259,7.29,1,9.0,2012,0.0,0.0
17265,8.0,25,25.0,2013,0.0,0.0
17267,5.8,12,12.0,2013,0.0,1.0
17269,7.38,1,115.0,2013,0.0,0.0
17273,7.54,4,5.0,2013,0.0,0.0
17277,6.28,5,3.0,2013,0.0,0.0
17341,6.74,1,5.0,2013,0.0,0.0
17345,6.45,6,4.0,2013,0.0,0.0
17351,5.93,1,9.0,2013,0.0,0.0
17371,5.8,3,14.0,2013,0.0,0.0
17389,8.39,39,25.0,2013,0.0,1.0
17391,7.06,4,5.0,2013,0.0,0.0
17395,5.15,1,11.0,2013,0.0,0.0
17397,5.83,12,2.0,2013,0.0,0.0
17409,6.75,10,1.0,2012,0.0,0.0
17419,6.7,13,1.0,2012,,
17437,7.6,1,121.0,2014,0.0,1.0
17491,6.54,2,27.0,2013,0.0,0.0
17505,7.35,26,23.0,2013,0.0,0.0
17513,5.3,12,15.0,2013,0.0,0.0
17535,7.34,1,12.0,2013,0.0,0.0
17537,6.86,2,30.0,2013,0.0,0.0
17539,6.11,2,14.0,2013,0.0,0.0
17541,6.55,2,29.0,2013,0.0,0.0
17549,7.95,12,24.0,2013,0.0,0.0
17551,6.39,1,5.0,2007,0.0,0.0
17573,6.6,1,38.0,2012,0.0,0.0
17635,6.93,6,7.0,2013,0.0,0.0
17637,6.52,10,5.0,2013,0.0,0.0
17641,7.37,1,24.0,2013,0.0,1.0
17643,7.37,1,24.0,2013,0.0,0.0
17651,6.42,13,24.0,2013,0.0,1.0
17655,6.64,2,75.0,2013,0.0,0.0
17677,6.93,1,25.0,2013,0.0,0.0
17679,6.59,1,12.0,2013,0.0,0.0
17681,6.31,13,20.0,2013,0.0,0.0
17699,7.13,1,81.0,2013,0.0,0.0
17717,7.1,1,9.0,2013,0.0,0.0
17725,6.79,1,24.0,2013,0.0,0.0
17741,6.94,12,20.0,2013,0.0,1.0
17777,6.27,12,23.0,2014,0.0,0.0
17821,6.54,13,24.0,2013,0.0,0.0
17827,6.93,12,23.0,2014,0.0,0.0
17831,6.58,12,24.0,2013,0.0,0.0
17849,5.47,12,3.0,2013,0.0,0.0
17855,6.75,1,27.0,2013,0.0,0.0
17867,6.92,2,29.0,2013,0.0,0.0
17871,5.82,1,2.0,2013,0.0,0.0
17873,6.3,20,22.0,2013,0.0,1.0
17875,7.37,2,25.0,2013,0.0,1.0
17879,6.36,6,4.0,2013,0.0,0.0
17895,7.78,24,24.0,2013,0.0,0.0
17901,7.23,1,5.0,2013,,
17909,7.88,13,24.0,2013,0.0,0.0
17919,6.72,12,23.0,2015,0.0,0.0
17947,7.45,1,111.0,2017,0.0,0.0
18001,6.82,12,23.0,2013,0.0,1.0
18039,5.88,1,27.0,2013,0.0,0.0
18053,6.78,1,23.0,2012,0.0,0.0
18095,6.82,12,24.0,2014,0.0,0.0
18097,6.65,43,23.0,2013,0.0,1.0
18099,6.67,12,3.0,2013,0.0,1.0
18115,8.28,25,25.0,2013,0.0,1.0
18119,7.68,13,23.0,2013,0.0,0.0
18121,6.75,12,2.0,2013,0.0,1.0
18139,7.58,21,7.0,2014,0.0,0.0
18151,6.38,2,21.0,2013,0.0,0.0
18153,7.78,12,24.0,2013,0.0,1.0
18177,7.38,1,20.0,2013,0.0,0.0
18179,8.0,38,24.0,2013,0.0,0.0
18195,8.23,13,24.0,2013,0.0,1.0
18229,7.33,12,23.0,2013,0.0,0.0
18231,5.51,4,6.0,2013,0.0,0.0
18245,7.71,13,23.0,2013,0.0,0.0
18247,6.55,12,24.0,2013,0.0,1.0
18277,7.14,24,24.0,2013,0.0,0.0
18295,7.3,12,24.0,2013,0.0,1.0
18343,7.01,6,11.0,2012,0.0,0.0
18393,7.2,1,25.0,2013,0.0,0.0
18397,7.83,3,23.0,2013,0.0,0.0
18411,7.18,12,24.0,2013,0.0,0.0
18413,6.31,13,1.0,2013,0.0,0.0
18429,7.91,1,108.0,2013,0.0,0.0
18441,7.17,1,27.0,2013,0.0,1.0
18455,6.42,1,16.0,2013,0.0,0.0
18465,7.46,13,24.0,2013,0.0,1.0
18495,6.78,12,23.0,2013,0.0,0.0
18497,7.5,13,23.0,2013,0.0,0.0
18499,7.51,3,28.0,2013,0.0,1.0
18507,7.39,12,24.0,2013,0.0,1.0
18523,7.48,13,4.0,2013,0.0,1.0
18599,5.92,1,10.0,2013,0.0,0.0
18617,8.23,1,120.0,2015,0.0,0.0
18619,7.71,1,38.0,2014,0.0,0.0
18653,6.37,2,29.0,2013,0.0,0.0
18655,7.2,2,29.0,2013,0.0,0.0
18661,7.98,2,14.0,2013,0.0,1.0
18671,7.56,12,24.0,2014,0.0,1.0
18677,6.9,12,24.0,2013,0.0,0.0
18679,8.11,24,24.0,2013,0.0,0.0
18689,8.12,75,24.0,2013,0.0,0.0
18691,7.22,6,17.0,2013,0.0,0.0
18693,7.1,2,15.0,2013,0.0,0.0
18713,7.15,1,15.0,2012,0.0,0.0
18745,7.04,1,22.0,2013,0.0,0.0
18753,7.6,1,23.0,2013,0.0,0.0
18755,5.97,12,2.0,2013,0.0,0.0
18849,7.66,1,22.0,2013,0.0,0.0
18851,6.72,1,25.0,2014,0.0,0.0
18857,6.42,3,24.0,2013,0.0,1.0
18881,5.77,1,3.0,2010,0.0,0.0
18893,7.4,12,24.0,2013,0.0,0.0
18897,7.65,20,24.0,2014,0.0,0.0
18959,6.33,1,27.0,2013,0.0,0.0
18989,6.54,1,3.0,2013,0.0,0.0
19021,7.35,1,90.0,2013,0.0,0.0
19023,6.99,12,24.0,2014,0.0,1.0
19029,6.29,6,2.0,2013,0.0,0.0
19051,7.08,2,15.0,2013,0.0,1.0
19067,6.73,64,24.0,2014,0.0,0.0
19099,6.68,1,26.0,2013,0.0,0.0
19101,6.29,2,30.0,2013,0.0,1.0
19103,6.52,1,23.0,2013,0.0,0.0
19109,6.78,5,5.0,2013,0.0,0.0
19111,7.81,13,23.0,2014,0.0,1.0
19115,7.7,1,102.0,2014,0.0,0.0
19117,7.19,13,24.0,2014,0.0,0.0
19123,8.21,1,106.0,2013,0.0,0.0
19151,6.38,12,23.0,2013,0.0,0.0
19157,6.54,214,23.0,2014,0.0,0.0
19163,7.24,10,24.0,2014,0.0,1.0
19191,7.52,1,56.0,2013,0.0,0.0
19193,7.37,1,58.0,2014,0.0,0.0
19195,7.46,1,59.0,2014,0.0,0.0
19211,7.2,2,24.0,2013,0.0,0.0
19221,7.26,10,24.0,2013,0.0,0.0
19251,7.27,1,22.0,2013,0.0,0.0
19255,6.6,6,3.0,2013,0.0,0.0
19257,6.29,12,23.0,2013,0.0,0.0
19285,7.14,1,24.0,2013,0.0,0.0
19291,7.28,93,23.0,2013,0.0,1.0
19319,7.79,25,25.0,2013,0.0,0.0
19363,8.29,11,24.0,2014,0.0,1.0
19365,6.91,22,23.0,2013,0.0,0.0
19367,6.44,11,24.0,2013,0.0,0.0
19369,7.3,12,24.0,2013,0.0,0.0
19383,7.06,13,4.0,2013,0.0,0.0
19391,6.63,9,10.0,2013,0.0,0.0
19429,6.64,12,23.0,2014,0.0,0.0
19431,6.03,1,11.0,2013,0.0,0.0
19469,6.83,1,16.0,2013,0.0,0.0
19489,7.78,1,53.0,2015,0.0,0.0
19511,7.43,1,11.0,2013,0.0,0.0
19569,6.65,2,21.0,2013,0.0,0.0
19573,6.2,1,3.0,2013,0.0,0.0
19575,6.23,2,16.0,2013,0.0,0.0
19581,6.57,1,1.0,2013,,
19613,7.78,1,62.0,2014,0.0,0.0
19631,7.05,4,21.0,2013,1.0,0.0
19647,8.6,25,22.0,2013,0.0,1.0
19653,7.22,1,93.0,2013,0.0,0.0
19669,7.58,1,23.0,2013,0.0,0.0
19671,7.63,7,2.0,2013,0.0,0.0
19685,6.44,13,24.0,2014,0.0,0.0
19697,7.06,2,8.0,2013,0.0,0.0
19703,7.78,10,25.0,2013,0.0,0.0
19759,7.22,1,31.0,2013,0.0,0.0
19769,6.03,12,24.0,2014,0.0,0.0
19775,7.69,12,24.0,2014,0.0,0.0
19841,6.78,14,4.0,2013,0.0,0.0
19845,6.65,13,5.0,2013,0.0,0.0
19855,6.71,13,24.0,2014,0.0,0.0
19857,6.37,1,25.0,2013,0.0,0.0
19859,6.93,1,26.0,2013,0.0,0.0
19889,6.76,4,3.0,2013,0.0,0.0
19919,6.75,12,11.0,2013,0.0,0.0
19951,7.23,1,98.0,2013,0.0,0.0
19953,6.37,2,29.0,2014,0.0,0.0
20021,6.61,1,101.0,2013,0.0,0.0
20035,7.1,1,12.0,2013,0.0,0.0
20039,7.0,1,27.0,2013,0.0,0.0
20045,6.92,1,39.0,2013,0.0,0.0
20047,7.02,12,24.0,2014,0.0,0.0
20053,6.19,12,24.0,2014,0.0,0.0
20057,7.88,13,24.0,2014,0.0,0.0
20141,6.88,1,90.0,2013,0.0,0.0
20159,7.76,4,21.0,2013,0.0,0.0
20187,6.29,1,24.0,2013,0.0,0.0
20221,7.39,1,28.0,2013,0.0,1.0
20329,5.57,10,3.0,2013,0.0,0.0
20359,7.3,1,2.0,2013,,
20365,6.14,1,4.0,2013,,
20371,7.95,1,50.0,2014,0.0,1.0
20377,7.2,1,27.0,2013,0.0,0.0
20379,6.72,1,27.0,2013,0.0,0.0
20423,6.92,1,23.0,2014,0.0,0.0
20431,7.8,13,24.0,2014,0.0,0.0
20449,7.02,1,27.0,2014,0.0,1.0
20457,7.22,10,24.0,2014,0.0,0.0
20473,6.79,12,2.0,2013,0.0,1.0
20479,7.29,1,24.0,2014,0.0,1.0
20507,8.01,12,24.0,2014,0.0,0.0
20509,7.3,10,23.0,2014,0.0,1.0
20517,7.74,8,24.0,2014,0.0,0.0
20533,6.53,12,24.0,2014,0.0,0.0
20541,7.44,12,23.0,2014,0.0,0.0
20543,6.63,1,89.0,2013,0.0,0.0
20545,6.82,1,25.0,2014,0.0,1.0
20555,6.1,12,23.0,2014,0.0,0.0
20557,5.51,13,5.0,2010,0.0,0.0
20583,8.53,25,24.0,2014,0.0,0.0
20589,6.52,1,30.0,2014,0.0,0.0
20613,6.68,1,5.0,2013,,
20649,7.08,2,28.0,2014,0.0,0.0
20651,8.35,1,23.0,2014,0.0,0.0
20655,6.38,1,25.0,2013,0.0,0.0
20671,7.32,1,16.0,2013,0.0,0.0
20673,6.97,1,18.0,2013,0.0,0.0
20689,7.3,12,24.0,2014,0.0,0.0
20709,7.38,12,23.0,2014,0.0,0.0
20723,6.57,2,26.0,2013,0.0,0.0
20743,6.66,1,23.0,2013,0.0,0.0
20745,6.86,1,15.0,2013,0.0,0.0
20757,6.5,3,30.0,2013,0.0,0.0
20767,7.76,2,24.0,2014,0.0,0.0
20785,7.53,26,23.0,2014,0.0,1.0
20787,7.17,13,24.0,2014,0.0,0.0
20801,7.24,2,31.0,2013,1.0,0.0
20815,7.87,1,15.0,2014,0.0,0.0
20843,6.84,2,13.0,2014,0.0,0.0
20847,7.74,13,23.0,2014,0.0,1.0
20849,6.84,2,28.0,2013,0.0,1.0
20853,7.29,12,24.0,2014,0.0,0.0
20871,6.69,1,12.0,2011,,
20877,7.21,1,5.0,2013,,
20889,6.84,1,25.0,2014,0.0,0.0
20899,8.12,24,24.0,2014,0.0,1.0
20903,7.31,1,25.0,2014,0.0,0.0
20907,6.38,1,25.0,2014,0.0,0.0
20909,6.82,7,6.0,2014,0.0,0.0
20931,6.37,12,3.0,2014,0.0,0.0
20965,6.36,1,4.0,2013,0.0,0.0
20971,6.43,12,23.0,2014,0.0,0.0
20973,7.09,12,24.0,2014,0.0,0.0
20977,7.41,1,13.0,2014,0.0,0.0
20987,6.56,6,1.0,2013,0.0,0.0
20995,6.51,2,26.0,2013,0.0,0.0
21001,6.99,1,28.0,2013,0.0,0.0
21009,5.74,6,4.0,2013,0.0,0.0
21013,5.91,51,22.0,2014,0.0,0.0
21033,6.52,12,24.0,2014,0.0,0.0
21039,7.3,12,23.0,2015,0.0,1.0
21067,6.0,12,3.0,2014,0.0,0.0
21069,6.94,1,25.0,2013,0.0,0.0
21073,7.21,74,2.0,2014,0.0,1.0
21075,7.35,1,5.0,2014,0.0,0.0
21085,7.07,12,23.0,2014,0.0,0.0
21097,7.24,3,30.0,2013,0.0,1.0
21103,6.43,1,1.0,2014,,
21105,7.32,10,23.0,2014,0.0,0.0
21177,6.69,24,24.0,2014,0.0,0.0
21201,6.55,2,2.0,2013,0.0,0.0
21267,5.65,4,3.0,2014,0.0,0.0
21273,7.52,12,23.0,2014,0.0,0.0
21305,5.62,1,27.0,2016,0.0,0.0
21325,6.82,15,4.0,2013,0.0,0.0
21327,7.57,12,23.0,2014,0.0,0.0
21329,8.57,1,45.0,2014,0.0,0.0
21335,4.92,6,6.0,2013,0.0,0.0
21339,7.74,1,113.0,2015,0.0,1.0
21349,6.86,3,23.0,2013,0.0,0.0
21353,6.57,12,24.0,2014,0.0,0.0
21363,6.76,2,21.0,2014,0.0,0.0
21373,6.51,6,3.0,2013,0.0,0.0
21405,7.72,12,24.0,2014,0.0,0.0
21407,6.77,49,24.0,2014,0.0,0.0
21415,6.76,6,5.0,2013,0.0,0.0
21419,8.09,1,110.0,2014,0.0,0.0
21421,5.77,26,4.0,2014,0.0,0.0
21427,5.9,13,2.0,2014,0.0,0.0
21431,6.92,13,23.0,2014,0.0,0.0
21435,7.55,24,13.0,2014,0.0,1.0
21437,7.17,13,24.0,2014,0.0,0.0
21439,7.04,13,24.0,2015,0.0,1.0
21469,8.06,1,95.0,2014,0.0,0.0
21473,7.66,1,98.0,2014,0.0,0.0
21497,6.6,1,45.0,2014,0.0,0.0
21507,5.98,12,23.0,2014,0.0,0.0
21511,6.88,12,24.0,2015,0.0,0.0
21513,6.11,2,23.0,2014,0.0,0.0
21521,7.11,2,19.0,2014,1.0,0.0
21561,7.19,11,23.0,2014,0.0,0.0
21563,7.09,12,23.0,2014,0.0,0.0
21569,6.47,1,75.0,2014,0.0,0.0
21571,6.34,1,21.0,2014,0.0,0.0
21573,7.43,13,23.0,2015,0.0,1.0
21575,6.26,4,3.0,2013,0.0,0.0
21587,6.07,3,7.0,2013,0.0,0.0
21597,6.76,2,30.0,2014,0.0,0.0
21603,7.08,12,23.0,2014,0.0,0.0
21635,7.26,1,46.0,2014,0.0,0.0
21639,6.79,148,24.0,2014,0.0,0.0
21647,8.0,1,83.0,2014,0.0,0.0
21649,6.04,1,28.0,2014,0.0,0.0
21653,6.95,1,44.0,2014,0.0,0.0
