ID,Type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Title_Eng,Title,Score,Ranked,Members,Popularity,Synopsis
835,TV,13,Finished Airing,"Oct 4, 2002 to Dec 25, 2002",Fall 2002,add some,Discotek Media,Zexcs,Light novel,"Drama, Romance",25 min. per ep.,PG-13 - Teens 13 or older,12,Unknown,Sister Princess: Re Pure,6.31,7689,9329,6384,"After a long time, Wataru has decided to leave his family home and live on his own. The girls have also decided to split up and most of them are living separately as well. But none of them have forgotten about their brother and still stick together to meet him."
328,TV,10,Finished Airing,"Nov 11, 2002 to Jan 13, 2003",Fall 2002,animate Film,Nozomi Entertainment,OLM,Original,"Drama, Romance, Slice of Life",24 min. per ep.,G - All Ages,13,Piano: The Melody of a Young Girl's Heart,Piano (TV),5.99,9312,8873,6504,"When Miu was young, she was fascinated by the piano and took up lessons.

When the show opens, Miu is in middle school. She is shy, a soft-spoken girl who doesn't have a lot of confidence in herself. Her friends would describe her as ""sweet"" and ""quiet."" At this point, Miu has been taking piano lessons for some time and while people have told her that she's gotten very good over the years, Miu herself feels she's not really good at anything—including the piano. Her teacher, Mr. Shirakawa, is often frustrated with her playing. Although she plays every note exactly correct, her heart just isn't in it...

Meanwhile, Miu's come of the age when she's noticing boys and this shy young lady has noticed the handsome Kazuya Takahashi—even if he hasn't noticed her.

This is Miu's story. The story of a young girl who is on a journey to discover the melody within her own heart and the courage to express it."
611,TV,24,Finished Airing,"Oct 5, 2002 to Mar 29, 2003",Fall 2002,add some,add some,ACiD FiLM,Novel,"Sci-Fi, Slice of Life",6 min. per ep.,PG-13 - Teens 13 or older,21,Unknown,Platonic Chain,5.62,10935,4821,8320,"In the near future, technology has made a few leaps and bounds, and videophones and constant wireless internet access are available to everyone. However, it would seen that the government has been careless and a skilled hacker was able to break into the national information archive. Using the data held there he creates the Platonic Chain website for people to discover information about themselves and their friends. Words start to spread quickly that there is a site that enables you to look up anything. Coincidentally, three young girls, Hitomi, Rika, and Kanae, are able to access the site."
751,TV,52,Finished Airing,"Oct 2, 2002 to Sep 24, 2003",Fall 2002,TV Tokyo,add some,Studio Deen,Game,"Action, Adventure, Comedy, Sci-Fi",23 min. per ep.,G - All Ages,53,Unknown,Bomberman Jetters,6.91,4501,4479,8529,"Deep Space, many different cultures have come together to live on planet Jet. To keep the peace an organization known as the Jetters is formed. This space police group fight against the villains known as the ""Hige hige dan"" making sure that the universe is safe. The leader of the Jetters Mighty is a powerful Bomberman, who is looked up to and respected....his brother however is a lazy crude slacker named Shirobon. Suddenly Mighty disappears and Shiro finds himself placed in a new situation. Shiro steps up and become a responsible Bomberman, and with the new friends he made of the Jetters it may become possible for him to be the next ""Jetters leader."""
3193,TV,52,Finished Airing,"Oct 1, 2002 to Sep 30, 2003",Fall 2002,TV Tokyo,add some,Studio Egg,Manga,"Action, Adventure, Comedy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,6,Monkey Typhoon,Asobot Senki Gokuu,6.58,6142,3462,9258,"Four years into the future, the world has lost its balance...

10 thousand metres of vast woodland is gone, preventing humans to live and leaving a desert to spread endlessly. And so, they head into the world of Meshichi, to live together with the Anbots.

As if guided by fate, Sanzou and Gokyuu meet. Traveling together, Sanzou - a young man shrouded in mystery, Gokyuu - the strongest and worst Anbot around, Tongoh - an Anbot fond of drinking, Jou - someone who is great with machines, Suuji - a female Anbot thief, and last but not least, Mioto. And so, their journey begins to the boundless East, to the land where the sun was born!"
1947,TV,28,Finished Airing,"Nov 15, 2002 to May 30, 2003",Fall 2002,Starchild Records,add some,Zexcs,Original,"Action, Fantasy",12 min. per ep.,PG-13 - Teens 13 or older,2,Strange Steel Fairy Rouran,Kikou Sennyo Rouran,5.81,10113,2299,10497,"When the secret occult society, Shiromorishuua, sends a huge monster to attack Tokyo, ASY, a peace-keeping organization in Japan, retaliates with a Gousen (metal faery). ASY's Gousen annihilates the creature after driving it into open ocean. Although successful, a surprise attack follows. A girl, floating in midair and glowing with radiance, strikes with a beam of light. This girl is ""Rouran."" She knows neither her identity, her origins, nor why whenever she senses the Gousen or Kyoushi (reanimated corpses) she transforms into an avenging angel. As Rouran worries about her mysterious existence, Tetsuya kindly watches over her in Tokyo Arcadia, a settlement of expatriates and dissidents."
4068,TV,52,Finished Airing,"Oct 5, 2002 to Sep 27, 2003",Fall 2002,add some,add some,Actas,Unknown,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",24 min. per ep.,PG - Children,3,Unknown,Shin Megami Tensei Devil Children: Light & Dark,7.18,3283,2210,10617,"A series based off of the Shin Megami Tensei Devil Children: Light & Dark games (known as DemiKids in the U.S.).

The year is 200X. Jin, Akira and Lena are three child hood friends who like mysterious things. One day in the library, along with the mysterious transfer student Ami, they find the ""Akuma Compendium"". They chanted an incantation in the book and, to their surprise, devils appeared. Ami then told Jin and Akira that they are the Devil Children that will decide the fate of the world. She hands them their Devil Risers. The group then pass through the ""Door of Time"" to the land of Valhalla where they fight an evil ruler known as Imperius who plans on conquering all of the world. The Nakama of Jin is Rand, a Sol Lion, and Akira's is Gale, a Hylon."
1712,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12359,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5473,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
27723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
25609,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
51085,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1257,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
443,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
194,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
881,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
976,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1787,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1084,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1081,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1111,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1633,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2531,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
319,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
359,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2917,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3452,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2788,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2821,OVA,2,Finished Airing,"Oct 11, 2002 to Jan 10, 2003",Unknown,Digital Works,Critical Mass Video,Y.O.U.C,Visual novel,Unknown,28 min. per ep.,Rx - Hentai,6,Voyeur's Digest,Bad End,5.24,N/A,2854,9815,"The written word is a powerful tool… something Mikimoto knows all too well. Talented and devious, Mikimoto has everything it takes to make a top-rated journalist, but what would a journalist be without a good scandal to write about? Developing his own personal underground newspaper, Mikimoto carefully plants the seeds of anger and wanton lust within his male classmates - all aimed towards just one person: the voluptuous Nanase. When his classmates finally go after her to punish her for all of her ""sins,"" Mikimoto silently records every depraved moment.

As notoriety of the newspaper spreads, more and more girls are falling prey to the perverse desires of those influenced by it. Even Mikimoto is finding it harder and harder to resist his own dark desires towards one specific full-bosomed beauty, Madoka. Will this master manipulator ultimately fall prey to his own writing talents?"
3046,OVA,2,Finished Airing,"Oct 11, 2002 to Dec 13, 2002",Unknown,Digital Works,Critical Mass Video,Y.O.U.C,Visual novel,Unknown,29 min. per ep.,Rx - Hentai,1,Hardcore Hospital,Shiroki Tenshi-tachi no Rondo,5.66,N/A,2614,10074,"Date General Hospital is a place unlike any other. The staff is equipped with ""special nurses"" that aim to meet the needs of any willing and able patient around. This hand selected group of sexual girls are taken under the wing of Dr. Date who upon giving the women his secret stamina drug lets the patients, nurses, and even himself feel pleasure like they have never have before."
2015,OVA,1,Finished Airing,"Dec 27, 2002",Unknown,Audio Tanaka,add some,Ajia-do,Visual novel,Unknown,16 min.,PG-13 - Teens 13 or older,0,Unknown,Wind: A Breath of Heart,5.94,9550,2600,10083,"Set four months after the resolution of the game the anime Wind is based on (via Hikari's ending), the entire gang is planning a big Christmas party. However, with the reappearance of Hikari, weird things start to happen in the city of Kazune. How will things turn out?"
