ID,Type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Title_Eng,Title,Score,Ranked,Members,Popularity,Synopsis
401,OVA,2,Finished Airing,"Dec 19, 2001 to Mar 20, 2002",Unknown,SME Visual Works,ADV Films,Studio Deen,Manga,"Drama, Romance",42 min. per ep.,R - 17+ (violence & profanity),376,Samurai X: Reflection,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.97,646,83193,2243,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened."
124,OVA,4,Finished Airing,"Dec 21, 2001 to Jun 25, 2002",Unknown,add some,Media Blasters,Pierrot,Manga,"Adventure, Drama, Fantasy, Romance",30 min. per ep.,PG-13 - Teens 13 or older,40,Mysterious Play: Eikoden,Fushigi Yuugi: Eikouden,6.81,4972,17834,4938,"After years of hardships interfered with their love, Miaka Yuuki and Taka Sukunami are finally married and expecting a baby—the pinnacle of their unbreakable bond. Unfortunately, not everyone rejoices alongside the blessed couple. Mayo Sakaki, one of Taka's students, has a crush on him and cannot bear witnessing the pair's flourishing relationship.

Upon discovering The Universe of the Four Gods, Mayo learns that the old book is where Miaka and Taka first met as the priestess of the god Suzaku and the god's Celestial Warrior Tamahome. Unscrupulous about destroying a happy family, Mayo readily ventures inside with hopes of becoming the new priestess of Suzaku and rewriting the story to her advantage.

Meanwhile, her actions do not delay to show devastating effects. Leaving an unconscious Miaka at the hospital, Taka must follow Mayo to The Universe of the Four Gods and stop her before the circumstances worsen for his wife and their unborn child.

[Written by MAL Rewrite]"
2324,OVA,3,Finished Airing,"Dec 14, 2001 to Apr 11, 2003",Unknown,Digital Works,Central Park Media,Front Line,Original,"Action, Hentai",29 min. per ep.,Rx - Hentai,48,Unknown,Angel Blade,6.33,N/A,10724,6019,"The surface of Earth has been rendered unlivable. Due to years upon years of pollution, humanity has been forced to build cities to rise above the planet's filthy surface and adapt to this new way of life. Not only this, but there is also a thriving kingdom of mutants lurking below the billowing clouds of smog and pollution.

The leader of these mutated monstrosities is a powerful, busty woman known as Phantom Lady. She dispatches her minions to attack the people above, taking advantage of and raping young women. The police are fully aware of these demon rapists, but know nothing of their origins or how to stop them. Their only hope lays within their city's mysterious, magical, and sexually explicit savior, Angel Blade. With her deadly sword, provocative costume, and strong sense of justice, this jiggling juggernaut of justice will appear whenever necessary to vanquish the Phantom Lady's demonic horde－if she can gain control of her hormones, that is!"
1408,OVA,5,Finished Airing,"Dec 8, 2001 to Jul 23, 2004",Unknown,Pink Pineapple,Media Blasters,Imagin,Visual novel,Unknown,29 min. per ep.,Rx - Hentai,46,Moonlight Lady,Kao no nai Tsuki,6.59,N/A,10692,6034,"Suzuna is the only daughter of the Kuraki family. She is training hard to become a priestess. Tomomi brings her to the house of her husband-to-be. The mansion is under a strange spell, releasing the sexual desires of everyone inside."
1622,OVA,1,Finished Airing,"Dec 19, 2001",Unknown,Aniplex,Manga Entertainment,Production I.G,Original,"Action, Fantasy",46 min.,R - 17+ (violence & profanity),6,Unknown,Kai Doh Maru,5.57,11132,7768,6886,"This story takes place during the Heian Period of Japan`s history, when evil spirits still resided in the forests, mountains and rivers. A girl, accompanied by her loved one, battles against these evil spirits, while she is disguised as man. This brave woman, aka ""Kaidomaru"", with a Chinese character ""Flame"" tatooed on her upper arm, was one of the ""Four Devas"". Kaidomaru fights for the honor of her lost love, Raikou Minamotono, who had sacrified his life in order to protect the capital Kyoto, from the evils deeds of a ""princess"" cursed by a malicious ogre. The princess, whom Kaidomaru used to play with as a child, has now become her ultimate enemy."
695,OVA,2,Finished Airing,"Dec 25, 2001 to Mar 25, 2002",Unknown,KENMedia,add some,Studio Kyuuma,Visual novel,"Comedy, Romance, Slice of Life",30 min. per ep.,R+ - Mild Nudity,0,Unknown,Canvas: Sepia-iro no Motif,5.66,10776,7593,6935,"Asou Daisuke is a high school student and a gifted artist - but he is currently suffering from a block, which keeps him from painting. His childhood friend, Tachibana Amane, who loves him deeply, persuades him to do a portrait of Kimikage Yurina, a girl with a heart condition, before Yurina undergoes surgery. In the process of rediscovering his art, Daisuke also realises the love that he and Amane feel for each other."
991,OVA,3,Finished Airing,"Nov 9, 2001 to Apr 26, 2002",Unknown,Pink Pineapple,add some,Chaos Project,Manga,"Action, Comedy, Romance, Ecchi",26 min. per ep.,R+ - Mild Nudity,11,Unknown,Usagi-chan de Cue!!,5.54,11221,7227,7068,"Mikami Inaba was fighting a person from another school on her school's rooftop. As they fought, her friend Haru appeared. Seeing Mikami distracted, the man charged at her, causing both of them to break the nearby rabbit cages & fall off the roof. As Mikami fell, she desperately grabbed the rabbit. Suddenly, a flash or pink light appeared. Mikami fused with the rabbit, and gained another personality, called Mimika. Now, Mikami only appears when various people threaten her and her friends. Otherwise, she takes on the form of Mimika."
361,OVA,3,Finished Airing,"Nov 21, 2001 to Mar 6, 2002",Unknown,add some,add some,E&G Films,Visual novel,"Drama, Romance",31 min. per ep.,PG-13 - Teens 13 or older,2,Unknown,Memories Off,5.78,10237,6569,7336,"Tomoya Mikami's life changed one day when his girlfriend Ayaka was hit by a car and killed on her way to meet Tomoya. He blamed himself for her death and never was the same after the accident. He began acting callously towards Yue and his other friends. Furthermore, every time Tomoya gets involved with a new girl, he sees images of Ayaka in his dreams. He decides he needs to find a way to say goodbye to his lost love once and for all, while dealing with several side romances at the same time."
1406,OVA,2,Finished Airing,"Oct 5, 2001 to Jan 11, 2002",Unknown,Digital Works,Central Park Media,Y.O.U.C,Visual novel,"Drama, Romance, Hentai",29 min. per ep.,Rx - Hentai,17,Stepmother's Sin,Gibo,5.88,N/A,5628,7808,"Yusuke's been very naughty. He's seduced his father's fiancee; transforming her into a debased slave to his own twisted desires. But as his hold on her tightens, his sanity slips, and the forbidden family fun descends into a nightmare of lust! Trapped in madness of their own creation, they will pay the ultimate price for a stepmother's sin!"
1781,OVA,1,Finished Airing,"Dec 29, 2001",Unknown,Pink Pineapple,add some,Chaos Project,Original,Unknown,27 min.,Rx - Hentai,10,Unknown,Hi.Me.Go.To,6.21,N/A,4706,8392,"Takashi has a loving girlfriend, but when it comes time to do the dirty deed, he finds himself unable to perform. On a train ride following this incident, Takashi discovers his teacher, Misaki, getting touched by a subway groper. Strangely though, instead of getting upset, Misaki seems to be enjoying it. And much to his own surprise, Takashi does too.

Thus begins Takashi's journey as a pupil to his teacher in a most carnal sense when they meet on the train every morning. As he explores his desires with his teacher, Takashi becomes a more confident lover. But will his new knowledge help Takashi become closer to his beloved girlfriend? Or scare her away?"
3040,OVA,1,Finished Airing,"Oct 25, 2001",Unknown,Shinyusha,Media Blasters,Sonsan Kikaku,Manga,"Comedy, Hentai",29 min.,Rx - Hentai,9,Countdown to Delight,Bakuhatsu Sunzen!! Tenshi no Countdown,5.43,N/A,4221,8709,"Motoki is a junior-high student who can't ever concentrate on homework because of his sisters loud lesbian sex in the other rooms, he doesn't think life can get much worse.....until he gets a tutor and falls in love with her, from which he becomes a sex slave for her."
2410,OVA,3,Finished Airing,"Dec 14, 2001 to Mar 28, 2003",Unknown,Pink Pineapple,add some,Studio G-1Neo,Manga,"Sci-Fi, Hentai",28 min. per ep.,Rx - Hentai,17,Unknown,Soreyuke Marin-chan,6.55,N/A,3921,8898,"This 3 part hentai bishoujo OVA series is about an evil doctor that tries to collect the sperm of 100 guys, and the woman, Marin, that tries to stop her evil sister from accomplishing this. Based on the hentai manga of the same name. 

""For the bright future of Japan, I shall take your semen!"""
33145,OVA,1,Finished Airing,"Nov 9, 2001",Unknown,Shogakukan,add some,add some,Manga,Unknown,14 min.,G - All Ages,1,Unknown,Detective Conan: Chase the Mysterious Comet Monster!,6.43,7008,3114,9581,A short story about Conan and the Detective Boys.
2442,OVA,2,Finished Airing,"Nov 22, 2001 to Feb 22, 2002",Unknown,Pink Pineapple,add some,Studio Hibari,Visual novel,"Fantasy, Supernatural, Hentai",31 min. per ep.,Rx - Hentai,7,Unknown,Zoku Koihime,6.33,N/A,3104,9588,"Musashi had come back to his village again. He had lost his memory about the four princesses who had been his childhood friends, and also forgot that he had sexual intercourse with them. Though he lost his memory, the village and his grand mother's house made him regain familiarity. He was welcomed at his grandmother's home, and met a girl named Tamamo. She said she was his childhood friend, but he couldn't recall her at all. At night, he was lured by a strange smell, and did things with Tamamo. However it was the beginning of the plot of a person who wanted to get revenge on the village leader using Musashi."
1768,OVA,4,Finished Airing,"Nov 21, 2001 to Mar 20, 2002",Unknown,SME Visual Works,Bandai Entertainment,Radix,Other,"Action, Adventure, Drama, Sci-Fi",27 min. per ep.,PG-13 - Teens 13 or older,8,Kikaider 01: The Animation,Kikaider 01 The Animation,6.73,5378,3008,9666,"Ever since the fall of the DARK organization, Jiro has been wandering everywhere and wondering if he would ever see Mitsuko again or not. During his journey Jiro meets a beautiful girl named Rieko who is protecting Akira, a little boy from the evil Professor Gill. Ironicly, he's the son of Professor Gill, but he is also the key to Gill’s menacing secret weapon and his plans to conquer the world."
2872,OVA,3,Finished Airing,"Oct 26, 2001 to Apr 5, 2002",Unknown,Discovery,Critical Mass Video,Mook Animation,Visual novel,Unknown,28 min. per ep.,Rx - Hentai,5,F-Force,Asgaldh: The Distortion Testament,5.61,N/A,2967,9708,"The gorgeous, supernaturally powered Alicia has been kidnapped by demons and enslaved for their unspeakably perverted pleasures. Her only hope for survival is a team of busty barbarians known as the F-Force. Each fabulous fighting female has her own style and deadly weapon of choice, but all share a love of danger and excitement - and there will be plenty of both as they fight to rescue their comrade from the ravages of evil!"
4496,OVA,1,Finished Airing,"Oct 25, 2001",Unknown,Blue Eyes,add some,add some,Manga,Unknown,29 min.,Rx - Hentai,4,Zero Sum Game,Zero Sum Game: Sex Crime,5.09,N/A,2788,9871,"Yuuka's boyfriend/husband has a brother in the band ""Zero Sum"" as the lead singer. After a request, she and her husband Yazaki got tickets to go backstage at a concert. However afterwards, all the band members, except Keith the leader, kidnapped her and raped her on the roof top all as a scheme by Keith who is madly in love with his brother. Now she can't forget nor can she get away."
2439,OVA,2,Finished Airing,"Oct 9, 2001 to Feb 8, 2002",Unknown,Digital Works,Critical Mass Video,Y.O.U.C,Visual novel,Unknown,26 min. per ep.,Rx - Hentai,2,Unknown,Hooligan,5.6,N/A,2718,9937,"Five girls. One guy. Seven Holy Dildos. It all started when our hero, Yukito, was trying to score with his favorite blond bombshell, Olga. Things were just heating up when one of her science experiments exploded, and it screwed up all of time and space. Now, only one thing can save the world: the Seven Holy Dildos!

Now it's up to Yukito to find and collect each of Seven Holy Dildos from the beautiful maidens who posses them! To win these seven sabers, Yukito must face off against their lusty owners in a sensual skirmish, where sex is the name of the game, and the winner is the one who can keep going the longest! He'll be battling it out with the lovely shrine sisters Yuka and Yuki... the foxy ninja Victoria... the sweet and spicy Hiromi... so many women, so little time! It's a tough job, but it`s up to Yukito to get his freak on and save the universe!"
3705,OVA,3,Finished Airing,"Oct 18, 2001 to Apr 18, 2001",Unknown,Five Ways,NuTech Digital,Blue Cat,Unknown,Unknown,28 min. per ep.,Rx - Hentai,1,Unknown,Flashback Game,5.34,N/A,2633,10056,"Mizuho, Noriko and Yuri are three friends that go to a beauty spa that Yuri won in a competition. They relax there and have fun until they try one of the new treatments, where they see un a shining light. This light bring back their traumatic memories such as rapes of squads and sexual abuse in childhood."
1513,OVA,2,Finished Airing,"Oct 26, 2001 to Jan 25, 2002",Unknown,Pink Pineapple,add some,P core,Visual novel,Unknown,27 min. per ep.,Rx - Hentai,3,Angels in the Court 2,Kaette Kita Court no Naka no Tenshi-tachi,5.64,N/A,2502,10207,Akira Motoura and his team or rather his harem travels to a hot spring resort to train for the upcoming volleyball game. This time they got two new rookies to strengthen their effort. Little they know that they being lured in a trap set by the two beutiful newcomers.
3826,OVA,1,Finished Airing,"Oct 21, 2001",Unknown,Milky Animation Label,NuTech Digital,Studio March,Manga,Unknown,29 min.,Rx - Hentai,5,Unknown,Zero no Mono,5.24,N/A,2441,10283,"Steamy days and nights of sexual experimentation result from a glance among strangers passing in the street. A young man, enslaved by his own obsessive erotic wants, is magnetically attracted to an innocent-looking schoolgirl he observes outside of his home. Unable to control himself, he throws some of his most private bodily fluid on her, a liquid sign of his sexual desire. Surprisingly, she responds favourably to this bizarre come-on, and the two end up living in their own illicit world for the next several days."
3980,OVA,2,Finished Airing,"Dec 18, 2001 to Aug 28, 2002",Unknown,Five Ways,NuTech Digital,AMGA,Unknown,Unknown,27 min. per ep.,Rx - Hentai,2,Mija Beautifull Demon,Bi-Indoushi Miija: Injoku no Gakuen,5.26,N/A,2394,10338,"A pentagram appears in the school grounds of St. Moses Academy, and the demon of lust Mija is unleashed into the world to resurrect the dark paradise on earth once more. Her role is to covert humans to her debauchery... to reveal the hidden lusts and carnal pleasures to her human converts. 

Sara Tadeshina starts her investigation. Given only cryptic clues to guide her investigation, Sara tried to get to the bottom of her mysterious mission. Meanwhile, a young student, Mayu, is dragged into Mija realm. Under Mija spell, Mayu learns about the pleasures of the flesh. Kotaro, secretly nursing feelings for Mayu, sees a disturbing change in her behaviour. He follows Mayu and bravely enters Mija den to try to save his love. Will Sara be in time to save both Mayu and Kotaro? Will she be able to defeat Mija and her converts? Follow the sexy adventures of Sara, Mayu and Kotaro to find out!"
5733,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Obtain Future,add some,add some,Unknown,"Romance, Hentai",20 min.,Rx - Hentai,3,Unknown,Okusama wa Joshikousei,5.17,N/A,2238,10574,How the students and teachers become intimate and end up having physical relationships.
3539,OVA,2,Finished Airing,"Oct 21, 2001 to Jan 25, 2002",Unknown,Milky Animation Label,Central Park Media,Shindeban Film,Visual novel,Unknown,29 min. per ep.,Rx - Hentai,5,Sin Sorority,Utsukushiki Emono-tachi no Gakuen,5.41,N/A,2169,10669,"A plucky coed dreams of new friends and college glory days. Her dream becomes a raunchy reality when she's inducted into an erotic sorority. To become a member, she performs outrageous acts of debauchery as her sexy sisters instruct her in the arts of lust!"
2440,OVA,2,Finished Airing,"Dec 7, 2001 to Mar 8, 2002",Unknown,Digital Works,Critical Mass Video,Y.O.U.C,Visual novel,Unknown,30 min. per ep.,Rx - Hentai,2,Unknown,Suki da yo!,5.81,N/A,2168,10670,"Based on the game by Ather.

True love or just true lust?

As one of the most handsome guys on campus, Jun has never had any trouble finding a girl who wants to have a good time, but while the sex is always hot, something just seems to be missing... love. Jun's search to find that special someone leads him to the Shinbashi sisters, his good childhood friends! Should he go for Reina, the gorgeous blonde who overflows with kindness? How about Lina, the perky and agile sports girl who's had a crush on Jun for years? And then there's the mysterious Mina, the fiery redhead with a sharp tongue and a hot body who's just reappeared in his life...

Three very different sisters, but all have the same needs and desires. Will Jun ever be able to pick just one?"
2278,OVA,1,Finished Airing,"Dec 29, 2001",Unknown,Starchild Records,ADV Films,AIC,Original,Unknown,30 min.,PG-13 - Teens 13 or older,1,Unknown,Mahou Yuugi 3D,5.57,11107,2137,10724,"Padudu is a 12-year-old apprentice witch, chosen to represent her town in the coliseum. Donning her magical fish costume, which keeps her warm and fed, she sets off on her journey. But on the way she's swept away by a river to Dance Valley. Mayor Koffy captures her and throws her into the dungeon, hoping to eliminate the competition for Dance Valley's own coliseum candidate. Luckily for Padudu, this dungeon holds the mysterious witch Nonononn. They join together in a magical fight for survival. At the end of Blue Gender Trailer, the Magical witchland word came out!"
3378,OVA,5,Finished Airing,"Nov 18, 2001 to Oct 18, 2002",Unknown,Five Ways,JapanAnime,Aiti St.,Manga,Unknown,25 min. per ep.,Rx - Hentai,5,Unknown,Leatherman,5.82,N/A,1934,11011,"Stuffing an old bag full of contents from a safe, Cruz hops on his motorcycle and faces an uncertain future."
4729,OVA,4,Finished Airing,"Nov 25, 2001 to Jul 24, 2003",Unknown,Green Bunny,Adult Source Media,Arms,Visual novel,Unknown,28 min. per ep.,Rx - Hentai,0,Unknown,Natural 2: Duo,5.95,N/A,1862,11120,"Chisato and Kuu lost their parents years ago and were taken in by an Old man and his grandson, Chisato and Kuu became good friends with his grandson however he left and never came back. Now. Years later Chisato met up with her ""Onii-chan"" her lost love."
4310,OVA,1,Finished Airing,"Dec 15, 2001",Unknown,Obtain Future,Adult Source Media,add some,Unknown,Unknown,21 min.,Rx - Hentai,1,University Girls: Special Counseling,Joshidai: Ecchi Soudanshitsu,3.55,N/A,1825,11170,"Madoka goes to her counselor for advice on her classes, and the help she is given will take her to a new place of erotic heights. Watch these girls embark on a path of forbidden love."
3094,OVA,1,Finished Airing,"Nov 18, 2001",Unknown,Five Ways,NuTech Digital,Aiti St.,Manga,Unknown,28 min.,Rx - Hentai,2,Rancou Chokyo - Orgy Training,Rankou Choukyou: Maid ni Natta Shoujo,5.35,N/A,1775,11239,"Born into a wealthy family, a young man is overpowered by his brute, cruel father. Shy and inexperienced, his first date turns out badly after he is rejected when trying to have sex with his date. Feeling depressed, he is walking to school when he comes across a beautiful girl, lost in his neighborhood. He soon finds out that she is the new family maid. Knowing his father's predatory ways, the boy sits helplessly as his father rapes the new maid later that night. When the girl brings him dinner one day, the boy is overcome by his desire for her, and tries to have his way with her. Will he be able to confess his feelings for her, or will he turn out to be a predatory man just like his father? Will the girl accept his advances? What will fate bring for the girl and the boy?"
2990,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Obtain Future,Adult Source Media,add some,Original,Unknown,19 min.,Rx - Hentai,1,Girl's Locker Room Lust,Mini Skirt Gakuen,4.27,N/A,1742,11292,"Under the uniforms of this girls volleyball team is ripe juicy fruit ready to be picked, and they're ready to get into the action. Now that's what we call team sports. Watch as these little volleyball sluts bring some of the football players back to the locker room with them and clothes start falling off. They should have known what would happen if they bring boys into the girls' locker room!"
5402,OVA,1,Finished Airing,"Dec 1, 2001",Unknown,Obtain Future,add some,add some,Unknown,Unknown,28 min.,Rx - Hentai,0,Unknown,Maid Meshimase,4.53,N/A,1347,12019,"Mahya, a new timer in the delivery maid service, is sent to Professor Takahata's residence from the company to do maid service. However, what she doesn't know is that she is going to be tricked and tormented by the male student, calling himself, ""Professor Takahata""! (anidb)"
6903,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Obtain Future,Adult Source Media,add some,Unknown,Unknown,28 min.,Rx - Hentai,1,Naughty College School Girls,Prima Donna Mai,4.54,N/A,1248,12249,"Mai and her gymnastics trainer are secretly in love with each other. Unfortunately she has a boyfriend while her teacher is married to the daughter of the school’s director. Despite all that and the fact that they are teacher and student they both give in to their desires and everything works just fine between them… Too bad the wife finds out – and she’s not happy that she lost her husband to a little girl. She persuades Mai’s boyfriend to help her, and together they carry out a plan to punish and publicly humiliate Mai…"
4098,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,add some,add some,Studio 4°C,Unknown,Unknown,40 min.,PG-13 - Teens 13 or older,0,Unknown,Urarochi Diamond,5.56,11169,1152,12474,"Uraroji Diamond is a very interactive DVD which takes you inside a Studio-4C-style town with all the weirdness inside, while you scour for episodes (very short, black and white, weird episodes)."
5586,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Obtain Future,add some,add some,Unknown,Unknown,23 min.,Rx - Hentai,0,Unknown,Aoi Yousei,5.09,N/A,1136,12518,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
5547,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Obtain Future,Adult Source Media,add some,Unknown,Unknown,19 min.,Rx - Hentai,0,Naughty College School Girls,Kateikyoushi Bishounen Kari,4.38,N/A,1068,12726,"No synopsis has been added for this series yet.

Click here to update this information."
5575,OVA,1,Finished Airing,"Nov 25, 2001",Unknown,Pak Production,add some,add some,Unknown,Unknown,30 min.,Rx - Hentai,1,Unknown,Karakara-sama no Himitsu,5.22,N/A,968,13058,"Akimitsu went to his grandfather's village, and he was sacrificed to ""Karakara-sama"", the god of the water. However it was a beautiful and lovely girl that appeared. Her name was Moeki, and she said she had to have sex as a ritual. Not to mention, he couldn't reject her, and he made love with her. After that, when she came back to the heaven, she noticed that she had forgot to ask the way to come back. Because he couldn't let her alone, they began to live together. Then, their sweet life began... or so someone thought, but there already two beautiful devil girls, Hibki and Kodama, were living in his town. Immediately, they began to attack Akimitsu."
5588,OVA,2,Finished Airing,"Dec 21, 2001 to Jun 21, 2002",Unknown,Japan Home Video,add some,add some,Unknown,Unknown,28 min. per ep.,Rx - Hentai,1,Unknown,Ko Ko Ro,5.18,N/A,943,13157,"Kuonji Souji seems to have it all going for him. He is handsome, popular and excels at his club activities. His past is another thing altogether -as a boy, he was raped repeatedly by his foster parents. The years have passed, and he has tried to forget by repressing those memories. They are still there, though, and come to him as hallucinations. Who is the raven-haired beauty he keeps seeing in those visions? Does she hold the key to unlock his past?"
7154,OVA,1,Finished Airing,"Oct 21, 2001",Unknown,Milky Animation Label,add some,add some,Visual novel,Unknown,29 min.,Rx - Hentai,0,Unknown,SM no Susume,4.93,N/A,863,13469,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
5567,OVA,1,Finished Airing,"Nov 25, 2001",Unknown,add some,add some,add some,Visual novel,Unknown,28 min.,Rx - Hentai,0,Unknown,Shachiku: Kuruma no Naka de Kattemasu,5.02,N/A,858,13492,Based on the game by Arkham Products.
9221,OVA,1,Finished Airing,"Dec 22, 2001",Unknown,add some,add some,Sunrise,Original,"Action, Adventure, Sci-Fi",7 min.,PG - Children,0,Unknown,Kanzen Shouri Daiteiou,5.21,12116,847,13543,"When an alien force attacks Earth, a giant sword falls onto the campus of Paradise Elementary School, transforming it into a flying vessel. The fate of the planet lies with one group of kids who must pilot powerful mecha to stop the invaders before it's too late!

(Source: Anime-Planet)

Note: Originally planned as a TV anime series, this ended up as a promotional video for its manga serialization on magazine Monthly Daiteioh."
9316,OVA,1,Finished Airing,"Oct 26, 2001",Unknown,D3,add some,add some,Unknown,Unknown,30 min.,Rx - Hentai,1,Unknown,Toushindai My Lover: Minami tai Mecha-Minami,5.05,N/A,724,14068,"A young man receives a life-size nude girl in the mail.  Not knowing where she came from or who sent her, he tries to figure things out when his little sister, Minami, arrives home.  Needless to say, Minami is quite disturbed that her brother has named his new sex doll 'Minami' also..."
30264,OVA,1,Finished Airing,"Nov 23, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,15 min.,G - All Ages,1,Hello Kitty in Cinderella,Hello Kitty no Cinderella (OVA),5.74,10417,712,14123,Hello Kitty version of Cinderella.
22447,OVA,1,Finished Airing,"Oct 26, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,15 min.,G - All Ages,2,Hello Kitty in Momotaro,Hello Kitty no Momotarou,5.8,10162,691,14208,Kitty and friends re-create the story of Momotarou.
22485,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,14 min.,G - All Ages,1,Hello Kitty and Dear Daniel in The Snow Queen,Hello Kitty no Yuki no Joou,5.9,9770,646,14429,Kitty and friends recreate the story of The Snow Queen.
17481,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,15 min.,G - All Ages,0,Hello Kitty in Thumbelina,Hello Kitty no Oyayubi-hime (OVA),5.56,11145,635,14486,Hello Kitty movie starring the titular character as Thumbelina.
22487,OVA,1,Finished Airing,"Nov 23, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,10 min.,G - All Ages,1,Hello Kitty in The Little Match Girl,Hello Kitty no Match Uri Shoujo,5.92,9644,596,14706,Hello Kitty re-creates the story of The Little Match Girl.
22571,OVA,1,Finished Airing,"Nov 23, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,10 min.,G - All Ages,3,Pekkle in Drakestail,Ahiru no Pekkle no Ahiru no Drakestail,5.5,11329,549,15018,Drakestail Pekkle lends money to the King who flings it away.
18083,OVA,1,Finished Airing,"Oct 26, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,15 min.,G - All Ages,0,Hello Kitty in The Nutcracker,Hello Kitty no Kurumi Wari Ningyou,5.78,10274,549,15032,Hello Kitty version of The Nutcracker.
22449,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,15 min.,G - All Ages,0,Hello Kitty in Puss in Boots,Hello Kitty no Nagagutsu wo Naita Neko,5.84,10023,539,15104,Kitty and friends recreate the story of Puss in Boots.
22575,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,10 min.,G - All Ages,2,Pekkle in the Ugly Duckling,Ahiru no Pekkle no Minikui Ahiru no Ko,5.55,11181,511,15301,Pekkle stars in the story of The Ugly Duckling.
22483,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,7 min.,G - All Ages,0,"Hello Kitty, Mimmy and Dear Daniel in the Three Little Pigs",Hello Kitty no Sanbiki no Kobuta,5.67,10724,511,15304,Kitty and friends re-create the story of The Three Little Pigs.
22569,OVA,1,Finished Airing,"Oct 26, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,10 min.,G - All Ages,0,Pom Pom Purin in the Tortoise and the Hare,Pom Pom Purin no Usagi to Kame,5.47,11451,467,15708,Pom Pom Purin competes in a race with a tortoise and a hare.
22573,OVA,1,Finished Airing,"Nov 23, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,15 min.,G - All Ages,0,Keroppi in Aladdin and the Magic Lamp,Kerokero Keroppi no Aladdin to Mahou no Lamp,5.86,9917,442,15950,Keroppi re-creates the story of Aladdin and the Wonderful Lamp.
22577,OVA,1,Finished Airing,"Dec 21, 2001",Unknown,Sanrio,add some,add some,Unknown,Unknown,10 min.,G - All Ages,0,Pom Pom Purin in the Northwind and the Sun,Pom Pom Purin no Kitakaze to Taiyou,5.62,10936,424,16141,Pom Pom Purin recreates the story of The Northwind and the Sun.
18081,OVA,1,Finished Airing,"Oct 26, 2001",Unknown,Sanrio,add some,add some,Book,Unknown,7 min.,G - All Ages,0,Korokoro Kuririn in The Country Mouse and the Town Mouse,Korokoro Kuririn no Inaka no Nezumi Tokai no Nezumi,5.7,10582,399,16442,Sanrio's version of The Country Mouse and the City Mouse.
452,Movie,1,Finished Airing,"Dec 22, 2001",Unknown,Shogakukan-Shueisha Productions,VIZ Media,Sunrise,Manga,"Action, Adventure, Fantasy, Romance",1 hr. 39 min.,PG-13 - Teens 13 or older,177,InuYasha the Movie: Affections Touching Across Time,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,1573,101579,1982,"During their quest in the feudal era to recover the shards of the miraculous Shikon Jewel, Inuyasha, Kagome Higurashi, and their friends become the target of Menoumaru Hyouga—a demon awakened by one of the Shikon fragments, now in pursuit of Inuyasha's heirloom sword Tessaiga. Following a clash between the fathers of Inuyasha and Menoumaru, the weapon is the only means to restore Menoumaru his rightful family heritage.

However, upon ambushing Inuyasha, Menoumaru discovers that Tessaiga's owner alone can wield it. Determined to achieve his objective regardless, he kidnaps Kagome to force Inuyasha to use his blade and release the sealed powers of the Hyouga clan. With their dependable companions' assistance, Inuyasha and Kagome oppose Menoumaru, unaware that his sinister intentions and alarming potential will endanger not only their world but also its distant future.

[Written by MAL Rewrite]"
866,Movie,1,Finished Airing,"Dec 22, 2001",Unknown,Starchild Records,ADV Films,Hal Film Maker,Light novel,"Action, Adventure, Comedy, Fantasy",33 min.,PG-13 - Teens 13 or older,7,Unknown,Slayers Premium,7.16,3366,19419,4770,"Lina and Gourry travel to a seaside town named Acassi, where octopus tentacle is a delicacy. However, the octopus meat carries a curse that dooms the eater to only speak Takogo (octopus language). Amelia, Zelgadiss, and Xelloss all show up, and the main four characters (Lina, Gourry, Ameria, Zelgadiss) get cursed. The octopi enlist the power of a mazoku to get rid of the humans once and for all. The white sorceress Ruma must learn the cure to the curse from her long-lost master in order to save the town."
